,soundID,date_run,songTitle,authorName,private,duration,album,scheduleSearchTime,numTimesUsed,artist_id,uniqueId,nickname,createTime,verified,secUid,relation,openFavorite,commentSetting,duetSetting,stitchSetting,privateAccount
1144,6954123492195388166,04/30/21,sonido original,Nicol Gómez,False,20,,0,263,6.84182487927428e+18,nicol.gomezrdz,Nicol Gómez,1592986700.0,False,MS4wLjABAAAA-PaPmww4-4uG2fYDrMIP4FIe6LgtwTD9NJg9FdsVV-lIo1zLmMxpYhuNGC5eAKyQ,0.0,False,0.0,0.0,0.0,False
1145,6942530529824738050,04/30/21,оригинальный звук,ddantata,False,10,,0,312200,6.572675097851789e+18,ddantata,ddantata,1535975205.0,False,MS4wLjABAAAAVnxtJ0cpgShpbzmnznTt0No4DhlnSfpooA8q4ErcgeEVhtNFBGhmldnANy0E096u,0.0,False,0.0,0.0,0.0,False
1146,6558371825762437902,04/30/21,Solo,Clean Bandit,False,35,,0,3400000,1.6592167363914957e+17,cleanbandit,Clean Bandit,1479901568.0,True,MS4wLjABAAAAQ0ab8u3eXd6spS-tOuWM37BXohpicnuWBL94Y6lnOq5ZqcRxdUjiF0JgMP09d3tQ,0.0,False,0.0,0.0,0.0,False
1147,6704333887629232901,04/30/21,Opaul,Freddie Dredd,False,35,Pink Lotus,0,1800000,,,,,,,,,,,,
1148,6754595656993605633,04/30/21,Iko Iko (feat. Small Jam),Justin Wellington,False,60,Iko Iko (feat. Small Jam),0,1300000,,,,,,,,,,,,
1149,6925233963275438853,04/30/21,electric love x no tears left to cry,Adam Wright,False,30,,0,28100,6.63785155540258e+18,adamusic_,Adam Wright,1545495834.0,False,MS4wLjABAAAA9nHNZTVkH62TfQplGdtZu9kAntz0yC4_imKWuqYaCJ8KYBjzDhTFykX4XB7yznlM,0.0,False,0.0,0.0,0.0,False
1150,6847155428342630401,04/30/21,funny video,FUNNY,False,60,FUNNY,0,17200,,,,,,,,,,,,
1151,6877671671927425798,04/30/21,hometown slowed down twenty one pilots,les,False,50,,0,739900,6.716743213238437e+18,triviales,les,1565974323.0,False,MS4wLjABAAAAGe_toBqwmF9AqYnm0Ue9i1ZncU0lwx3JlYnCpKYzKV9muE580kNr-A7geWiA7g_7,0.0,False,0.0,0.0,0.0,False
1152,6823212822332180481,04/30/21,Spring,Ikson®,False,60,Spring,0,2239,2.792962881885266e+17,ikson,Ikson®,1506932139.0,True,MS4wLjABAAAAoefrAQHp6XEDDzVB2NSMLBidJKdZLQ_Nh0dJoEmsP3rEMQzktFI_KqrR1I5_nq0J,0.0,False,0.0,0.0,0.0,False
1153,6941350506287647493,04/30/21,Body,T WAYNE 9,False,6,Body,0,404300,6.708369291328849e+18,tionwayne9,T WAYNE 9,1562056331.0,True,MS4wLjABAAAA08xzG8wfM5CZk0UqHWXt_SWRiHkDWQ_B7aSe-vd8KXR-PxUpTI1S32DOu-rcaept,0.0,False,0.0,0.0,0.0,False
1154,6669769300770900742,04/30/21,Flamingo,SophieElisa_,False,11,sophieelisaa,0,731200,9951674.0,sophieelisaa,SophieElisa_,1442607048.0,False,MS4wLjABAAAA4KEOOmQBNbbL1ejpJA9lLlrW2OB7vsNmNTGpzaRsOkE,0.0,False,0.0,0.0,0.0,False
1155,6568067465375550210,04/30/21,The Ghost,NIVIRO,False,15,NCS: Colors,0,2300000,,,,,,,,,,,,
