,date_run,songTitle,authorName,private,duration,album,scheduleSearchTime,numTimesUsed,artist_id,uniqueId,nickname,createTime,verified,secUid,relation,openFavorite,commentSetting,duetSetting,stitchSetting,privateAccount
6586074347348167430,05/04/21,Beautiful (feat. Camila Cabello),Camila Cabello,False,30,Beautiful (feat. Camila Cabello),0,1200000,153416220371775488,camilacabello,Camila Cabello,1476920012,True,MS4wLjABAAAAakkZYjH61hI2DN_7kKK3jMxksRuQuzafOGKm98BXObYcdFfiKnAjvtg2fmlXjxFO,0,False,0,0,0,False
6956658328806312709,05/04/21,sonido original,NOTICIAS MILLENNIAL,False,15,,0,148,6878622341347132418,noticiasmillennial,NOTICIAS MILLENNIAL,1601554210,False,MS4wLjABAAAAo2wfgtqhJUAgcHAbKzFekaVBHiHC4p2zqZxy2PSGcsmIwb5THhFV82VqKtJyHoX7,0,False,0,0,0,False
6745625291953014785,05/04/21,FML,Arizona Zervas,False,40,Living Facts,0,772900,6590389516967739397,arizonazervas,Arizona Zervas,1559583695,True,MS4wLjABAAAAffS5-Uu4VdwvEFa4AecL1avV5wSzFBk-HOsCUgOvaQIU3Mw5mmX4PpsdzRaSzg1l,0,False,0,0,0,False
6931747481009097477,05/04/21,everyone using this sound,zup,False,23,,0,83700,6777828629696218117,zupku,zup,1578086359,False,MS4wLjABAAAAHHJRxhpn1a-wFqskvKA-Y0mss7WxqOkpx3OatpCksMYjmfutgWThOsnBa9kXYu9M,0,False,0,0,0,False
6953991915952261890,05/04/21,оригинальный звук,უვნებელი მავნე,False,26,,0,235,6912480180237861893,uvnebelimavne,უვნებელი მავნე,1609651299,False,MS4wLjABAAAAPKxejZEdBIk91gQW9Yn2wfGZXtkj6JNXZHEUQFtZRJt4lTdbSdfb_PlVGs6tEcEJ,0,False,0,0,0,False
6956990112127585029,05/04/21,BUILD A BITCH BY BELLA POARCH,bella poarch,False,19,,0,29000,6956892693952562181,bhieluh_portz,bella poarch,1619777850,False,MS4wLjABAAAAc5jgJLKVyKhUK2g9qLmKNqTo6I6wzqu9Y0vUGi8rjZf4ySgcRRtSFINy8IIHMDTP,0,False,0,3,3,False
6948928166677252869,05/04/21,Good Day,Scouty,False,29,,0,390,6619758671668183046,scoutybear23,Scouty,1572614679,False,MS4wLjABAAAAnfEmBjxXtocTN10gAMqI6v_nhtTFWC5GOLo69orTUCkAv0h3_HM431nTSK2RHnxC,0,False,0,0,0,False
6954894505036221190,05/04/21,sonido original,Silvana14,False,59,,0,21,6624371849160491014,vasilvana1,Silvana14,1576473925,False,MS4wLjABAAAAMXfi6-YrxJdLJB9U-2nnoax7_jmSdt-tCPZTPvcwpUy11jfxDwB60_JEEw-jxsJJ,0,False,0,0,0,False
6416586727481150210,05/04/21,Young Wild And Free,Wiz Khalifa,False,25,,0,147600,125488344494485505,wizkhalifa,Wiz Khalifa,1470290268,True,MS4wLjABAAAAG2-YIl3EkUX2Tg9GNHvw6OPshWBHmGKx2oK9qbejfGJ22raU8g1utAtuSsN6xjOP,0,False,0,0,0,False
6948086714175621121,05/04/21,Kiss Me More (feat. SZA),Doja Cat,False,30,Kiss Me More (feat. SZA),0,571900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6756963366746475270,05/04/21,COPYCAT x Bad Guy,rapidsongs ,False,15,,0,387900,101389484209885184,rapidsongs,rapidsongs ,1464544652,False,MS4wLjABAAAAy6WWiqlfWRP_UP1dhq1Q9jPZ_-LLoGOlKuIWG7uGrlDnz_HPlEFVhuBtkF6_jA1E,0,False,0,0,0,False
6861355060333398789,05/04/21,orijinal ses,ponciklendin,False,59,,0,147400,6564032831517065222,ponciklendin,ponciklendin,1528294278,True,MS4wLjABAAAASg7z7PPteWZXcXn_27_RJBzIyGWTncl_mKyoiMMGarNqb7fC124tU-klL4uTFo9A,0,False,0,0,0,False
6787142837377959937,05/04/21,Spongebob,Dante9k,False,60,Spongebob,0,2200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6940496199535299334,05/04/21,Break it off,😘🙈☺️,False,10,,0,472900,6909939680693191686,pinkpantheress,😘🙈☺️,1608845861,False,MS4wLjABAAAAY1fDpNfNuJJgwQbWFj42JOUh-ARqyj9RqUQEvEDalqazBHv5rPb0dD2s10a8WdXB,0,False,0,3,3,False
6837319730202823429,05/04/21,Cousin Stizz – Perfect Ft. City Girls,Jas_nicole,False,14,,0,118100,6794242598229197830,jgonz860,Jas_nicole,1584663374,False,MS4wLjABAAAALjg9RVItX24LsFoF9cj9N_f0nOIAOOC_6qAPwWy5PcHObe5jhos-yCkGHqCie90e,0,False,0,0,0,False
6418356150286158594,05/04/21,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),chrisbrownofficial,False,39,F.A.M.E. (Expanded Edition),0,202800,6807605867299603461,chrisbrownofficial,chrisbrownofficial,1584991843,True,MS4wLjABAAAAhozCeV-nMNYOvqcCYMrFkJnoxIF6Pd7oyANhq1CSgEqwG6ISsqFncjElKh6PlUnX,0,False,3,0,0,False
6776223935601051649,05/04/21,Cold-Blooded,Zayde Wølf,False,60,Cold-Blooded,0,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6667462256944483074,05/04/21,Lai Lai Lai,Realkdmusic,False,52,Lai Lai Lai,0,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6769474796817238018,05/04/21,MOVE MOVE MOVE,The Muse Maker,False,140,,0,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6744446812653947654,05/04/21,Lottery,K CAMP,False,20,Lottery,0,24000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6811143678275439365,05/04/21,suono originale,Federico Marci🔥,False,12,,0,6243,6802890900441465862,federicomarcy,Federico Marci🔥,1584193703,False,MS4wLjABAAAAULXCzJUE4jmnVVPdV6Kn2VFR1uFLd9vvtPsl29FThl18GNPVRyPG_i9iz-eFjQ16,0,False,0,0,0,False
6905594638237731590,05/04/21,nae naed,🤔 5k?!? 🤔,False,12,,0,9058,6680514119118472198,iiashle,🤔 5k?!? 🤔,1555428561,False,MS4wLjABAAAA9tz6RxWnxQ8Kz9GAkeei-WfgA8gNbMtJjmuYgEd8yA33WmaXHfhrRZz9e3vP71jl,0,False,0,1,1,False
6954123012073360134,05/04/21,sonido original,user1841589317643,False,11,,0,3340,6796008852539982854,gordo_flow123,user1841589317643,1582290597,False,MS4wLjABAAAAcl9TO9NzP3BqPgqIMwa6UC1_XDU412XR2ZF0dczFfTOXXSC0CGblPTwOJLqlJrvB,0,False,0,0,0,False
6939938341282383874,05/04/21,She Make It Clap,Soulja Boy,False,60,She Make It Clap,0,2900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6722628124875426566,05/04/21,Choices (Yup),E-40,False,15,Sharp On All 4 Corners: Corner 1,0,717900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6941206562859468802,05/04/21,Peaches,Justin Bieber,False,45,Justice,0,982000,6756702871704192005,justinbieber,Justin Bieber,1575853058,True,MS4wLjABAAAAIDvnmw4IM9I6Jk7M0up6Fd4JC_OtGgVCwsy0vu51T9CGyxQwGLEmN_QZY1v2TYY5,0,False,0,0,0,False
6956830074532268805,05/04/21,Originalton,O.k.k.o,False,11,,0,92,6928036712586265606,o.k.k.o3,O.k.k.o,1613059423,False,MS4wLjABAAAAmPt0sxR0S4b_ZNuFII0YEYIafhYW3VdcELPAXQFkvmhbtI1OkohOurXED6y7pzYB,0,False,0,0,0,False
6821264585283078146,05/04/21,Shallow,Tommee Profitt,False,45,Covers - Vol. 1,0,6608,6850253845709833222,tommeeprofitt,Tommee Profitt,1594920791,True,MS4wLjABAAAAT_LiaLrXe-PzmlLcIj6cV5aojMWJ49EQIbyGKcEkd4TBRxi_HJyn0ntlk0fHaHu3,0,False,0,0,0,False
6956517947691010821,05/04/21,Originalton,YZ,False,22,,0,162,6717651461067604997,youneszarou,YZ,1564046472,True,MS4wLjABAAAALP9H8t1_SVmfuAKXV1o9K8XqiaFLxm2ae-EJ5_AJcwogcI_d9btuf_fjbjFOMNpN,0,False,0,0,0,False
6894385681414507270,05/04/21,Joshritt69 Dont run from the lord,Josh Ritter,False,9,,0,15500,6661307673890652165,joshritter69,Josh Ritter,1550956768,False,MS4wLjABAAAAW1dpWX-xEmr-vFuQ-tzB2TcpYPzYw-Ojr5r9_bc_FWrK-ajQdO_A8fqQCPgnuIRM,0,False,0,0,0,False
6806287808123111425,05/04/21,Welcome to Jurassic World,Michael Giacchino,False,30,Jurassic World (Original Motion Picture Soundtrack),0,162000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6777509948566800385,05/04/21,Yummy,Justin Bieber,False,30,Yummy,0,3800000,6756702871704192005,justinbieber,Justin Bieber,1575853058,True,MS4wLjABAAAAIDvnmw4IM9I6Jk7M0up6Fd4JC_OtGgVCwsy0vu51T9CGyxQwGLEmN_QZY1v2TYY5,0,False,0,0,0,False
186098346120556544,05/04/21,Gasolina,daddyyankee,False,26,Barrio Fino (Bonus Track Version),0,153800,85228440332730368,daddyyankee,daddyyankee,1460691559,True,MS4wLjABAAAAtBGdHy8_cZCxKRqL4b8y_Lai6He42r3Aqe3xEmaU-ANTnQRK2h-y1xB_xy2z-GE2,0,False,0,0,0,False
6813503723873127174,05/04/21,Vẹo má tròn,Wat5onn,False,8,,0,142500,6813314566395675653,wat5onn,Wat5onn,1586348899,False,MS4wLjABAAAAVCvvVl1K_3PMBaLeOjaHH9sBsFY6dLE8dL8SaUFmFdaSwqrqC8Na5eRV_CF-jxbv,0,False,0,0,0,False
6939135230951361282,05/04/21,orijinal ses,suleymanseker,False,50,,0,74,6857456609548141574,suleymanseker21,suleymanseker,1615634210,False,MS4wLjABAAAA5pOaVqR49SMX-K4NhoAg88nzOsKvlKzPfipIlaGVL3skiRt3SFTq1tVL3zBtFFay,0,False,0,0,0,False
6696924957990996742,05/04/21,Cradles,SUB URBAN,False,26,Cradles,0,1200000,6680242202810221573,thatsuburban,SUB URBAN,1555365306,True,MS4wLjABAAAArBjaNjTOhoqET-net1xEI70ySzhrBwsEtrnvm_h_wZLkZZYTVZOttKKY0AgVj51e,0,False,0,0,0,False
6914530565300226049,05/04/21,Astronaut In The Ocean,Masked Wolf,False,60,Astronaut In The Ocean,0,3800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227521259104829440,05/04/21,Love Me,Justin Bieber,False,30,My World,0,194600,6756702871704192005,justinbieber,Justin Bieber,1575853058,True,MS4wLjABAAAAIDvnmw4IM9I6Jk7M0up6Fd4JC_OtGgVCwsy0vu51T9CGyxQwGLEmN_QZY1v2TYY5,0,False,0,0,0,False
6854654862202784517,05/04/21,Deep End,Fousheé,False,34,Deep End,0,3600000,6764851326079124485,kungfou,Fousheé,1584479631,True,MS4wLjABAAAAH-tMqUlbC3UwDHuYIZLQ7R3RS9AMwqF9Pv7jVYF3lOyPTrTl0fFLoFg9FGjQJQLf,0,False,0,0,0,False
