,soundID,date_run,followingCount,followerCount,heartCount,videoCount,diggCount,heart
6940311706321177862,6837654631623968769,05/04/21,31,94600,5500000,6,4408,5500000
6945147499426352389,6837654631623968769,05/04/21,77,109200,5000000,10,498,5000000
6934712820856622342,6837654631623968769,05/04/21,35,851700,12300000,220,19700,12300000
6941135330091339014,6837654631623968769,05/04/21,66,786000,26900000,302,1916,26900000
6935570623733304582,6837654631623968769,05/04/21,24,301300,7900000,64,216,7900000
6949652622575947014,6837654631623968769,05/04/21,132,40300,3800000,119,3760,3800000
6943830506366569734,6837654631623968769,05/04/21,58,109100,3800000,34,3938,3800000
6939978107176652037,6837654631623968769,05/04/21,461,109000,4500000,686,32900,4500000
6942182214134172933,6837654631623968769,05/04/21,5,47400,4300000,40,2088,4300000
6957755246823197958,6837654631623968769,05/04/21,1302,4200000,74900000,252,31200,74900000
6948878544156019973,6837654631623968769,05/04/21,360,190200,9300000,449,6065,9300000
6942896489643478277,6837654631623968769,05/04/21,129,3400000,31600000,101,2088,31600000
6948820417951943941,6837654631623968769,05/04/21,10,189600,3500000,40,47,3500000
6943678178053475589,6837654631623968769,05/04/21,10,1000000,16900000,268,317,16900000
6944939361041517826,6837654631623968769,05/04/21,119,3200000,58600000,294,4159,58600000
6956366548265225478,6837654631623968769,05/04/21,519,18100,2300000,7,721,2300000
6942500292919364870,6837654631623968769,05/04/21,139,440200,14600000,246,61300,14600000
6940911101538323717,6837654631623968769,05/04/21,1116,917000,18900000,504,25900,18900000
6941479362608827654,6837654631623968769,05/04/21,2,1200000,19300000,275,274,19300000
6944067141658316037,6837654631623968769,05/04/21,2119,15200000,687700000,1204,27700,687700000
6957149707860839685,6837654631623968769,05/04/21,1015,57100,1800000,258,155500,1800000
6935914332861566213,6837654631623968769,05/04/21,24,301300,7900000,64,216,7900000
6948299162811239686,6837654631623968769,05/04/21,577,6254,1800000,8,106700,1800000
6936787847697452293,6837654631623968769,05/04/21,286,38300,1900000,72,12300,1900000
6944011761901194501,6837654631623968769,05/04/21,171,105800,3000000,464,9391,3000000
6940022032411413765,6837654631623968769,05/04/21,62,16000,1700000,29,408,1700000
6956281307999571206,6837654631623968769,05/04/21,698,634200,6900000,61,622,6900000
6942991790450429190,6837654631623968769,05/04/21,1929,42400,2300000,162,8727,2300000
6940036106545089798,6837654631623968769,05/04/21,121,35300,2700000,246,23800,2700000
6944859486792322310,6837654631623968769,05/04/21,52,270500,2900000,70,1760,2900000
6938368649002618118,6837654631623968769,05/04/21,17,1800000,73100000,191,19800,73100000
6955613876461374726,6837654631623968769,05/04/21,66,786000,26900000,302,1916,26900000
6955611730655415558,6837654631623968769,05/04/21,397,29600,1400000,72,377,1400000
6941028023676325126,6837654631623968769,05/04/21,528,4200000,79500000,534,10100,79500000
6947367028432882949,6837654631623968769,05/04/21,26,381300,5600000,357,2612,5600000
6945861713501736197,6837654631623968769,05/04/21,0,19900000,617100000,435,1851,617100000
6939234605815844102,6837654631623968769,05/04/21,569,5300000,376200000,1127,33400,376200000
6948837740800724230,6837654631623968769,05/04/21,106,100500,2400000,43,2990,2400000
6955559155964988677,6837654631623968769,05/04/21,36,3900000,96800000,674,4683,96800000
6948090657353387269,6837654631623968769,05/04/21,1302,4200000,74900000,252,31200,74900000
6925966702454820102,6837654631623968769,05/04/21,91,969300,21400000,121,402,21400000
6953799003788135685,6837654631623968769,05/04/21,1831,66500,4600000,559,18400,4600000
6941459086680624390,6837654631623968769,05/04/21,422,29000,3700000,1148,39200,3700000
6943362452478348550,6837654631623968769,05/04/21,565,2400000,179200000,895,7869,179200000
6941421837729484038,6837654631623968769,05/04/21,4,313600,12900000,273,308,12900000
6956745856078859526,6837654631623968769,05/04/21,80,3100000,250100000,1670,5579,250100000
6937044777967848705,6937044728353426177,05/04/21,104,135100,1000000,89,5844,1000000
6953668521868020997,6937044728353426177,05/04/21,595,65200000,1400000000,295,7366,1400000000
6955860781703417093,6937044728353426177,05/04/21,159,721700,6400000,70,440,6400000
6957360730131680517,6937044728353426177,05/04/21,25,491400,13000000,271,362,13000000
6949292878011075841,6937044728353426177,05/04/21,94,537400,13400000,252,5973,13400000
6956270275101003013,6937044728353426177,05/04/21,113,8500000,219100000,653,2548,219100000
6950738962206002438,6937044728353426177,05/04/21,33,45500,920600,42,2619,920600
6955100469756710149,6937044728353426177,05/04/21,25,870800,13700000,453,3895,13700000
6958146628163325190,6937044728353426177,05/04/21,4,855400,7100000,39,363,7100000
6954109332485082370,6937044728353426177,05/04/21,508,1200000,19200000,845,23400,19200000
6953715717464247558,6937044728353426177,05/04/21,1,69400,215300,31,234,215300
6954219109190028545,6937044728353426177,05/04/21,79,2100000,62300000,661,2920,62300000
6954120413383363846,6937044728353426177,05/04/21,3,650700,8400000,484,5688,8400000
6948314937349491970,6937044728353426177,05/04/21,56,24100,260800,63,372,260800
6958344001044909317,6937044728353426177,05/04/21,392,72300,1700000,262,16400,1700000
6954102999107013893,6937044728353426177,05/04/21,45,28700,140000,167,468,140000
6953770750897589509,6937044728353426177,05/04/21,336,2100000,39600000,318,4701,39600000
6954675378166205701,6937044728353426177,05/04/21,216,277800,2400000,320,1849,2400000
6954121935391362306,6937044728353426177,05/04/21,505,13500,277400,103,2118,277400
6956942791842745602,6937044728353426177,05/04/21,1,1200000,10800000,274,670,10800000
6953761914430246149,6937044728353426177,05/04/21,279,1100000,13600000,219,336,13600000
6954324923527531781,6937044728353426177,05/04/21,80,99700,2700000,238,2046,2700000
6958093050702875909,6937044728353426177,05/04/21,57,440600,5300000,83,2327,5300000
6954379076798909702,6937044728353426177,05/04/21,288,656100,28400000,699,13800,28400000
6954100706706083078,6937044728353426177,05/04/21,742,409200,4200000,179,1266,4200000
6954398247444057349,6937044728353426177,05/04/21,94,188000,1100000,617,14800,1100000
6954301553184394498,6937044728353426177,05/04/21,277,2400000,13600000,467,9633,13600000
6955319357614361862,6937044728353426177,05/04/21,71,6738,271300,163,870,271300
6955351384376052993,6937044728353426177,05/04/21,9289,1200000,18400000,1099,99300,18400000
6954330873323998470,6937044728353426177,05/04/21,2303,14700,101200,40,99100,101200
6955222601815919877,6937044728353426177,05/04/21,9,100600,5500000,281,289,5500000
6955404025370135810,6937044728353426177,05/04/21,44,205800,3000000,58,1375,3000000
6955366293348289794,6937044728353426177,05/04/21,442,1300000,13300000,705,23900,13300000
6955384727939370245,6937044728353426177,05/04/21,54,911700,13500000,1217,11700,13500000
6958063904043846917,6937044728353426177,05/04/21,4,21200,73400,7,40,73400
6940817223636372737,6937044728353426177,05/04/21,8328,41100,472700,55,34200,472700
6953718726713691398,6937044728353426177,05/04/21,2667,206900,7500000,306,9584,7500000
6954301098278538502,6937044728353426177,05/04/21,2682,295000,3600000,338,14200,3600000
6952495959716777222,6937044728353426177,05/04/21,202,69400,726800,558,6155,726800
6958209590177664262,6937044728353426177,05/04/21,162,5954,32600,46,1176,32600
6955904180104088838,6937044728353426177,05/04/21,260,202400,12900000,884,10200,12900000
6958296134729141510,6937044728353426177,05/04/21,243,440500,15800000,766,80700,15800000
6956178118285561093,6937044728353426177,05/04/21,720,55800,514300,152,2616,514300
6955226640406416646,6937044728353426177,05/04/21,161,252000,5800000,197,798,5800000
6954759210114534662,6937044728353426177,05/04/21,384,671700,8600000,567,16500,8600000
6956289547818847494,6937044728353426177,05/04/21,127,157000,1900000,379,1250,1900000
6957343683859451142,6937044728353426177,05/04/21,26,130800,714500,75,409,714500
6955783225943936262,6937044728353426177,05/04/21,311,31900,310000,205,560,310000
6955296081588636933,6937044728353426177,05/04/21,67,103000,1000000,380,18100,1000000
6953883466727492865,6937044728353426177,05/04/21,505,13500,277400,103,2118,277400
6886912723347655942,6769046027488987137,05/04/21,440,183500,7700000,462,37900,7700000
6876511926357085445,6769046027488987137,05/04/21,881,4000000,114100000,1368,19300,114100000
6915056969598471429,6769046027488987137,05/04/21,98,1200000,15400000,51,21400,15400000
6883494784539872518,6769046027488987137,05/04/21,88,1900000,32800000,268,5340,32800000
6947379313159179525,6769046027488987137,05/04/21,155,3500000,58200000,911,6880,58200000
6945825949862726918,6769046027488987137,05/04/21,384,2200000,59400000,398,6950,59400000
6860240668481129733,6769046027488987137,05/04/21,0,696400,14300000,225,2990,14300000
6865736390160813318,6769046027488987137,05/04/21,7368,11800000,646500000,2150,119700,646500000
6907641080456465670,6769046027488987137,05/04/21,311,380800,16000000,459,15300,16000000
6869424897576160518,6769046027488987137,05/04/21,41,9400000,264200000,516,2428,264200000
6866359239040912646,6769046027488987137,05/04/21,251,10400000,174200000,806,1272,174200000
6856164597016120582,6769046027488987137,05/04/21,146,2700000,125600000,503,5299,125600000
6949992333790235910,6769046027488987137,05/04/21,419,189500,4500000,28,4429,4500000
6925087784763985158,6769046027488987137,05/04/21,189,2100000,23600000,79,7162,23600000
6954771789348130053,6769046027488987137,05/04/21,236,2000000,28100000,454,2059,28100000
6883916329561214213,6769046027488987137,05/04/21,231,5900000,103800000,1260,23000,103800000
6942913282990705926,6769046027488987137,05/04/21,88,1900000,32800000,268,5340,32800000
6923674295436709126,6769046027488987137,05/04/21,4731,3100000,115000000,670,6313,115000000
6889930898981014790,6769046027488987137,05/04/21,594,192200,4200000,217,33600,4200000
6893158943858674950,6769046027488987137,05/04/21,24,323100,2700000,31,542,2700000
6863935871750655237,6769046027488987137,05/04/21,495,281500,5600000,325,55000,5600000
6927759697323904262,6769046027488987137,05/04/21,152,1400000,28200000,246,1087,28200000
6873983489130171653,6769046027488987137,05/04/21,14,45400000,1000000000,688,2132,1000000000
6944086180807838982,6769046027488987137,05/04/21,3543,897900,20900000,767,2540,20900000
6948102093467077894,6769046027488987137,05/04/21,1326,4400000,55700000,336,19000,55700000
6855096868070870277,6769046027488987137,05/04/21,21,878500,12400000,153,6339,12400000
6902238380172643589,6769046027488987137,05/04/21,614,678200,7300000,117,11500,7300000
6906615264964611334,6769046027488987137,05/04/21,338,1800000,21500000,123,7871,21500000
6918457487913946374,6769046027488987137,05/04/21,1186,9692,1700000,101,8585,1700000
6860962214195596549,6769046027488987137,05/04/21,91,796700,11600000,636,3180,11600000
6867573476694215941,6769046027488987137,05/04/21,1013,438700,10300000,172,42800,10300000
6907405241768086789,6769046027488987137,05/04/21,614,678200,7300000,117,11500,7300000
6930468125666233605,6769046027488987137,05/04/21,66,412400,9500000,92,580,9500000
6909601643751312646,6769046027488987137,05/04/21,375,8100000,166100000,93,1117,166100000
6869026621848915206,6769046027488987137,05/04/21,106,29500,1900000,124,991,1900000
6884743084211457286,6769046027488987137,05/04/21,1317,3600000,79800000,1001,3260,79800000
6869426935659908358,6769046027488987137,05/04/21,957,208600,4800000,135,9800,4800000
6933643120869395717,6769046027488987137,05/04/21,585,8900000,719400000,2400,65500,719400000
6895860289938459910,6769046027488987137,05/04/21,585,8900000,719400000,2400,65500,719400000
6872088053272415494,6769046027488987137,05/04/21,66,1400000,30900000,441,727,30900000
6891484799136025862,6769046027488987137,05/04/21,6324,446500,11700000,1350,44700,11700000
6869494189982256389,6769046027488987137,05/04/21,48,2300000,44800000,259,301,44800000
6865303999470488837,6769046027488987137,05/04/21,244,1500000,39700000,525,2885,39700000
6866958932821298438,6769046027488987137,05/04/21,305,4900000,53500000,44,3209,53500000
6837688652030577925,6769046027488987137,05/04/21,40,120300,2200000,49,46,2200000
6912840881225633029,6769046027488987137,05/04/21,6938,1200000,23000000,223,2750,23000000
6943686640275590406,6769046027488987137,05/04/21,445,3800000,153400000,1601,2850,153400000
6865331286622440710,6769046027488987137,05/04/21,163,89100,2300000,33,1441,2300000
6950306188940561669,6769046027488987137,05/04/21,110,249900,7900000,68,3715,7900000
6868756829023833349,6769046027488987137,05/04/21,146,2700000,125600000,503,5299,125600000
6957096063211785477,6903562944160729090,05/04/21,368,1400000,22900000,184,9114,22900000
6954087631064026373,6903562944160729090,05/04/21,100,78900,3600000,266,1706,3600000
6958189799974898950,6903562944160729090,05/04/21,311,1300000,30900000,94,10500,30900000
6952697658058214662,6903562944160729090,05/04/21,240,5000000,78300000,325,2612,78300000
6956960694021459205,6903562944160729090,05/04/21,28,15300,1200000,19,5382,1200000
6955173066947169542,6903562944160729090,05/04/21,279,10700000,200500000,210,4212,200500000
6957093705018854662,6903562944160729090,05/04/21,8648,30700000,1600000000,4189,13400,1600000000
6957440620629691654,6903562944160729090,05/04/21,635,17700000,1400000000,1499,9919,1400000000
6951761218453425413,6903562944160729090,05/04/21,145,715500,10400000,373,11400,10400000
6953811313353100550,6903562944160729090,05/04/21,356,4600000,167700000,189,1,167700000
6956030347477994757,6903562944160729090,05/04/21,8,455600,9200000,202,451,9200000
6954585865175829765,6903562944160729090,05/04/21,961,15800000,390200000,1672,30700,390200000
6950374476173331718,6903562944160729090,05/04/21,224,429100,6900000,306,982,6900000
6957490882513865990,6903562944160729090,05/04/21,237,3318,665400,25,10900,665400
6950318775606562054,6903562944160729090,05/04/21,9,139800,7400000,102,2594,7400000
6957390816079826181,6903562944160729090,05/04/21,75,596200,7400000,204,1912,7400000
6956252613675339013,6903562944160729090,05/04/21,378,13300,879000,28,2058,879000
6955575086254443782,6903562944160729090,05/04/21,306,2767,553800,23,2532,553800
6953711858104732933,6903562944160729090,05/04/21,366,73600,1400000,79,7371,1400000
6951897237442137349,6903562944160729090,05/04/21,952,865900,40100000,826,42700,40100000
6956032157374582021,6903562944160729090,05/04/21,0,15200000,458500000,664,703,458500000
6954391058843241734,6903562944160729090,05/04/21,523,2000000,42500000,480,23200,42500000
6951860502704229638,6903562944160729090,05/04/21,66,47300,1400000,14,6103,1400000
6955868006756912390,6903562944160729090,05/04/21,79,6000000,443000000,598,6147,443000000
6948769364774538502,6903562944160729090,05/04/21,1456,57600,623300,77,33300,623300
6956721829763468550,6903562944160729090,05/04/21,2615,3400000,81000000,1341,18300,81000000
6955262299217153285,6903562944160729090,05/04/21,236,478000,2400000,228,1748,2400000
6951957644995218694,6903562944160729090,05/04/21,24,893800,11800000,80,11100,11800000
6953668252296056070,6903562944160729090,05/04/21,782,6100000,133100000,688,12700,133100000
6957125366284700934,6903562944160729090,05/04/21,150,42000,781200,112,13300,781200
6949636159836376326,6903562944160729090,05/04/21,325,872500,60900000,525,29400,60900000
6955933505406717190,6903562944160729090,05/04/21,51,4200000,136600000,468,1331,136600000
6958114387441798406,6903562944160729090,05/04/21,34,25500,1200000,10,5682,1200000
6956824467473452289,6903562944160729090,05/04/21,251,10400000,174200000,806,1272,174200000
6952875174962220294,6903562944160729090,05/04/21,43,30900,580500,85,6891,580500
6947782641059908870,6903562944160729090,05/04/21,85,72000,1200000,38,23100,1200000
6952286060151950597,6903562944160729090,05/04/21,1026,20000000,242200000,333,12800,242200000
6957136650732342533,6903562944160729090,05/04/21,73,61900,2200000,146,797,2200000
6955547804378959110,6903562944160729090,05/04/21,821,183100,2100000,59,16900,2100000
6955935840086265093,6903562944160729090,05/04/21,55,2893,377300,10,137,377300
6954117086486580486,6903562944160729090,05/04/21,1003,6000000,482900000,1641,79600,482900000
6957467568412134661,6903562944160729090,05/04/21,43,10500,440500,34,470,440500
6957027914533719301,6903562944160729090,05/04/21,399,4600000,434700000,2538,60700,434700000
6954067179251830021,6903562944160729090,05/04/21,183,17300,370900,57,1055,370900
6955672688220196102,6903562944160729090,05/04/21,0,621500,4600000,15,1490,4600000
6957885413021224193,6903562944160729090,05/04/21,251,10400000,174200000,806,1272,174200000
6957719227507756293,6903562944160729090,05/04/21,20,3349,406500,69,280,406500
6955533023836179717,6903562944160729090,05/04/21,183,1800000,38600000,349,3430,38600000
6956087609055513861,6903562944160729090,05/04/21,108,1600000,48900000,417,17800,48900000
6955142402235485446,6903562944160729090,05/04/21,121,27400,364100,9,12000,364100
6951932265538522373,6946377638868962054,05/04/21,4996,33600000,0,5354,147800,2400000000
6952575437566463238,6946377638868962054,05/04/21,351,162700,8300000,130,91900,8300000
6954806782871014661,6946377638868962054,05/04/21,0,15200000,458500000,664,703,458500000
6949249250928692485,6946377638868962054,05/04/21,1073,3400000,140600000,756,66300,140600000
6952590775599336709,6946377638868962054,05/04/21,2453,80000000,846700000,1420,6719,5100000000
6951808160504089861,6946377638868962054,05/04/21,2119,15200000,687700000,1204,27700,687700000
6954128807515163910,6946377638868962054,05/04/21,553,4300000,63800000,586,11900,63800000
6949949409350126854,6946377638868962054,05/04/21,2,670300,7300000,259,10700,7300000
6954894481653026054,6946377638868962054,05/04/21,863,1200000,25100000,366,68800,25100000
6949652077006032133,6946377638868962054,05/04/21,356,4600000,167700000,189,1,167700000
6950364766615522565,6946377638868962054,05/04/21,192,1200000,32000000,98,9950,32000000
6954052646764481797,6946377638868962054,05/04/21,595,65200000,1400000000,295,7366,1400000000
6955489747309579526,6946377638868962054,05/04/21,400,55700,2200000,15,6242,2200000
6950378973754871045,6946377638868962054,05/04/21,280,2000000,131400000,1091,19200,131400000
6950316024877174022,6946377638868962054,05/04/21,26,36200,2200000,144,2805,2200000
6951571985348431109,6946377638868962054,05/04/21,25,583700,3900000,52,3683,3900000
6951460854164475142,6946377638868962054,05/04/21,2119,15200000,687700000,1204,27700,687700000
6949993287046499589,6946377638868962054,05/04/21,280,2000000,131400000,1091,19200,131400000
6952135858476633349,6946377638868962054,05/04/21,0,414900,5900000,155,56,5900000
6954090427226033414,6946377638868962054,05/04/21,41,24400000,919900000,439,5927,919900000
6951835761511566598,6946377638868962054,05/04/21,55,272200,5800000,108,1930,5800000
6949740541957410053,6946377638868962054,05/04/21,252,6000000,183500000,674,3687,183500000
6949247800064380166,6946377638868962054,05/04/21,3463,62600,3300000,83,4522,3300000
6954181353214627077,6946377638868962054,05/04/21,124,915500,9700000,386,1718,9700000
6950064833630948614,6946377638868962054,05/04/21,2726,4200000,183600000,1790,96100,183600000
6957800374078131462,6946377638868962054,05/04/21,1,7267,1400000,59,134,1400000
6949253220690595077,6946377638868962054,05/04/21,28,40300,1200000,16,126,1200000
6952662868265274630,6946377638868962054,05/04/21,22,5000000,59100000,126,3701,59100000
6950718899188960518,6946377638868962054,05/04/21,713,4100000,94300000,482,17900,94300000
6949677262790823173,6946377638868962054,05/04/21,82,138500,14200000,490,17000,14200000
6952077979228949765,6946377638868962054,05/04/21,0,31200,1100000,11,10,1100000
6949335476318997765,6946377638868962054,05/04/21,420,58000,2400000,1730,83000,2400000
6950802420733709573,6946377638868962054,05/04/21,10,258100,2900000,78,6,2900000
6949775107829075205,6946377638868962054,05/04/21,125,3500000,120500000,328,23800,120500000
6950739080682507526,6946377638868962054,05/04/21,2306,27000000,1700000000,1416,32700,1700000000
6952257878849850629,6946377638868962054,05/04/21,7,478500,8300000,31,256,8300000
6953431465199766785,6946377638868962054,05/04/21,50,22200000,688400000,1212,4610,688400000
6950332083470470405,6946377638868962054,05/04/21,43,37600,975600,3,32100,975600
6951980284439022853,6946377638868962054,05/04/21,167,1800000,22400000,41,33000,22400000
6953008029881142533,6946377638868962054,05/04/21,115,454300,6300000,417,7878,6300000
6951058641575234821,6946377638868962054,05/04/21,506,2015,907900,55,23900,907900
6951479295017585925,6946377638868962054,05/04/21,395,20600000,335800000,322,16800,335800000
6949316196776938758,6946377638868962054,05/04/21,275,9563,850800,71,14300,850800
6952316593456090373,6946377638868962054,05/04/21,193,13500000,751400000,2907,24100,751400000
6951194570533145861,6946377638868962054,05/04/21,62,3435,902000,38,3073,902000
6949709303225928965,6946377638868962054,05/04/21,669,1800000,112600000,1511,24500,112600000
6954056589926092037,6946377638868962054,05/04/21,558,2400000,31300000,753,10200,31300000
6954057065354628358,6946377638868962054,05/04/21,281,22400000,1100000000,598,26400,1100000000
6953764096969886981,6946377638868962054,05/04/21,63,3400000,22100000,280,870,22100000
6951543901488467206,6946377638868962054,05/04/21,4,20800,972200,4,23,972200
6947415259955088646,6942551356402042881,05/04/21,184,1700000,33900000,791,12100,33900000
6946346066350492933,6942551356402042881,05/04/21,180,656100,18500000,1040,1788,18500000
6953664662944730374,6942551356402042881,05/04/21,15,471400,9000000,34,4078,9000000
6948493687852698886,6942551356402042881,05/04/21,803,19600000,357700000,371,1419,357700000
6944718632438041862,6942551356402042881,05/04/21,31,15600000,505500000,352,3737,505500000
6951744539677838598,6942551356402042881,05/04/21,28,926300,14100000,420,150,14100000
6953275681639877890,6942551356402042881,05/04/21,87,9800000,134400000,137,906,134400000
6950744826807717126,6942551356402042881,05/04/21,61,391000,9000000,96,13200,9000000
6951415775395695878,6942551356402042881,05/04/21,194,8900000,114100000,66,12500,114100000
6958101362999610630,6942551356402042881,05/04/21,121,135400,6400000,33,1409,6400000
6950116898365279490,6942551356402042881,05/04/21,5,1500000,10500000,31,453,10500000
6944826824698367238,6942551356402042881,05/04/21,4,69300,5500000,39,25,5500000
6945632899232173317,6942551356402042881,05/04/21,167,121200,3300000,26,864,3300000
6947610601233370373,6942551356402042881,05/04/21,17,286200,2800000,5,19,2800000
6947268439891299589,6942551356402042881,05/04/21,17,31200,2800000,18,1112,2800000
6950398927636008198,6942551356402042881,05/04/21,14,45400000,1000000000,688,2132,1000000000
6946995883120643334,6942551356402042881,05/04/21,98,366500,6200000,98,1719,6200000
6950783633451994373,6942551356402042881,05/04/21,229,1100000,28200000,480,423,28200000
6946653340503657734,6942551356402042881,05/04/21,542,3100000,62700000,222,2221,62700000
6949409249692830978,6942551356402042881,05/04/21,48,691000,18300000,149,1700,18300000
6944145499641449733,6942551356402042881,05/04/21,31,15600000,505500000,352,3737,505500000
6951170696932232453,6942551356402042881,05/04/21,259,1300000,15100000,49,1439,15100000
6947355407765605637,6942551356402042881,05/04/21,5048,946500,38500000,1319,35100,38500000
6948905181094448390,6942551356402042881,05/04/21,49,4000000,31300000,46,2960,31300000
6954362874965904645,6942551356402042881,05/04/21,123,8600000,230500000,671,13100,230500000
6948856427112828165,6942551356402042881,05/04/21,6,260300,7800000,126,242,7800000
6947056118615035141,6942551356402042881,05/04/21,5852,9200000,231200000,831,7901,231200000
6951056154499878149,6942551356402042881,05/04/21,90,209300,5200000,36,13200,5200000
6951185180530838789,6942551356402042881,05/04/21,80,172300,3400000,64,2347,3400000
6945275515976699141,6942551356402042881,05/04/21,36,259900,3300000,37,1086,3300000
6948465083156598022,6942551356402042881,05/04/21,117,4800000,75800000,1899,721,75800000
6951164553107344645,6942551356402042881,05/04/21,176,133000,2100000,31,570,2100000
6950094297278549253,6942551356402042881,05/04/21,47,141200,3400000,60,5965,3400000
6948524004965731589,6942551356402042881,05/04/21,31,15600000,505500000,352,3737,505500000
6950664696819158274,6942551356402042881,05/04/21,31,4900000,53800000,308,14000,53800000
6946998124044897542,6942551356402042881,05/04/21,147,1100000,15900000,1053,1500,15900000
6946371142814895365,6942551356402042881,05/04/21,5135,1300000,36400000,502,89100,36400000
6947555941793467653,6942551356402042881,05/04/21,306,46300,1800000,33,1080,1800000
6951821683451907333,6942551356402042881,05/04/21,1018,4100000,68300000,512,3699,68300000
6949437245371862277,6942551356402042881,05/04/21,4,376700,2900000,122,2995,2900000
6948930885542612230,6942551356402042881,05/04/21,97,621900,8900000,45,42000,8900000
6945095282442980613,6942551356402042881,05/04/21,461,15300,1700000,73,49300,1700000
6949975326982212869,6942551356402042881,05/04/21,51,1500000,23500000,298,5683,23500000
6950005783685762310,6942551356402042881,05/04/21,194,8900000,114100000,66,12500,114100000
6946787682873920774,6942551356402042881,05/04/21,82,1400000,38900000,401,4800,38900000
6952906100588973317,6942551356402042881,05/04/21,194,8900000,114100000,66,12500,114100000
6946964819744509186,6942551356402042881,05/04/21,57,255200,6500000,186,55100,6500000
6948442303245618438,6942551356402042881,05/04/21,191,680300,14800000,118,14500,14800000
6948600475545652485,6942551356402042881,05/04/21,82,201400,5100000,43,678,5100000
6947336333861915909,6942551356402042881,05/04/21,595,65200000,1400000000,295,7366,1400000000
6949993329853549829,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6907194359091973378,6774219700038535170,05/04/21,1,723000,28400000,792,43,28400000
6886212815766523141,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6845995291397655813,6774219700038535170,05/04/21,4,74900,965900,40,59,965900
6948281923361869061,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6861147516885273861,6774219700038535170,05/04/21,200,1800000,126100000,913,6923,126100000
6925554904379477254,6774219700038535170,05/04/21,90,201600,3000000,218,839,3000000
6821573393444359430,6774219700038535170,05/04/21,111,3900000,148900000,489,2746,148900000
6849007329900301573,6774219700038535170,05/04/21,297,777900,25500000,713,1311,25500000
6867180858357337350,6774219700038535170,05/04/21,244,1500000,39700000,525,2885,39700000
6839270819869265158,6774219700038535170,05/04/21,387,1300000,76700000,1865,25000,76700000
6946723972696345862,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6905924788280184070,6774219700038535170,05/04/21,1843,937100,45600000,1263,35800,45600000
6919896964704390401,6774219700038535170,05/04/21,420,869000,57900000,965,5432,57900000
6869664511125720322,6774219700038535170,05/04/21,28,767200,17100000,200,19,17100000
6945608100233661702,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6904690638424476934,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6864989848231480582,6774219700038535170,05/04/21,29,4200000,40100000,278,429,40100000
6904228533975960834,6774219700038535170,05/04/21,2,4100000,53400000,380,9,53400000
6863369248840994053,6774219700038535170,05/04/21,200,1800000,126100000,913,6923,126100000
6904312623530118401,6774219700038535170,05/04/21,19,43900,708300,19,79,708300
6879360708585196801,6774219700038535170,05/04/21,200,1800000,126100000,913,6923,126100000
6836432342161067270,6774219700038535170,05/04/21,193,1100000,21400000,666,6015,21400000
6901696211326094593,6774219700038535170,05/04/21,420,869000,57900000,965,5432,57900000
6863774426912115973,6774219700038535170,05/04/21,200,1800000,126100000,913,6923,126100000
6832272000111660293,6774219700038535170,05/04/21,28,767200,17100000,200,19,17100000
6857284033110445318,6774219700038535170,05/04/21,522,2000000,24200000,1123,62200,24200000
6855011945771224326,6774219700038535170,05/04/21,56,133100,956000,208,764,956000
6872029065029700869,6774219700038535170,05/04/21,35,32000,916400,78,592,916400
6840076118289075462,6774219700038535170,05/04/21,9,5400000,45700000,491,528,45700000
6911969364031933697,6774219700038535170,05/04/21,328,1200000,25700000,1715,28700,25700000
6905375431470484737,6774219700038535170,05/04/21,1,723000,28400000,792,43,28400000
6857126733485853954,6774219700038535170,05/04/21,277,395200,9500000,232,7503,9500000
6871273101074746626,6774219700038535170,05/04/21,1015,7149,62500,5,54,62500
6956374129704439046,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6834152142563986693,6774219700038535170,05/04/21,28,767200,17100000,200,19,17100000
6860130434064338181,6774219700038535170,05/04/21,420,869000,57900000,965,5432,57900000
6867228496129821957,6774219700038535170,05/04/21,87,912500,31500000,448,5629,31500000
6903754788819700997,6774219700038535170,05/04/21,375,6300000,111800000,463,6622,111800000
6913771056650063110,6774219700038535170,05/04/21,199,1300000,39100000,833,26600,39100000
6871951633698360578,6774219700038535170,05/04/21,200,1800000,126100000,913,6923,126100000
6869129341142355202,6774219700038535170,05/04/21,18,7047,74200,46,64,74200
6825642124441046278,6774219700038535170,05/04/21,267,1400000,12700000,489,1387,12700000
6827874667420830981,6774219700038535170,05/04/21,72,209300,2800000,141,3181,2800000
6839720803676867846,6774219700038535170,05/04/21,387,1300000,76700000,1865,25000,76700000
6899262485195443457,6774219700038535170,05/04/21,20,54700,343400,103,206,343400
6872780940381293829,6774219700038535170,05/04/21,87,912500,31500000,448,5629,31500000
6832391490191363334,6774219700038535170,05/04/21,522,2000000,24200000,1123,62200,24200000
6863644373616233734,6774219700038535170,05/04/21,199,1300000,39100000,833,26600,39100000
6865486058595912966,6774219700038535170,05/04/21,199,1300000,39100000,833,26600,39100000
